label-coarse,label-fine,text
1,1,What Homerian epic chronicles events toward the end of the Trojan Wars ?
4,8,When did the vesuvius last erupt ?
1,14,What is widely used to detect prenatal birth defects ?
4,8,When did the supercontinent Pangaea break up ?
1,2,What kind of mammal is a colt ?
3,4,Who created Harry Lime ?
0,9,Why do many Native American students not complete college ?
1,19,What color are a cherry tree 's flowers ?
3,4,Who was President Cleveland 's wife ?
1,2,What class of animals makes up more than two-thirds of known species ?
1,2,What was the name of Sergeant Preston of the Yukon 's lead dog ?
1,1,What film featured a snarly character named Kid Shelleen ?
3,5,What company named one of its pens `` The Banana '' ?
5,21,What 's the capital of Monaco ?
4,45,What do Englishmen weigh themselves in ?
4,32,How big is the Electoral College ?
1,14,"What is it that walks on four legs , then on two legs , then on three ?"
1,10,What is the name of the 1919 occurrence in which British troops killed over 3 unarmed Indian protestors ?
3,4,Who invented the Moog Synthesizer ?
3,4,Who makes the `` Die Hard '' car battery ?
4,27,How long does it take to travel from Tokyo to Niigata ?
5,11,What state is the Filenes store located in ?
0,0,How does a bill become law ?
4,25,What is the starting salary of a radiographer ?
0,7,What is a disaccharide ?
0,9,Colin Powell is most famous for what ?
1,29,What star-faring race brought about the Inhumans on Marvel 's Earth ?
0,0,How do you buy stocks ?
0,7,What does appropriates money mean ?
3,4,What is the name of Dolly Parton 's rarely seen husband ?
5,14,Where is the official `` zero '' of the sea level ?
3,4,Whose old London come-on was : `` Buy my sweet lavender '' ?
0,0,How did former WWF wrestler Rick Rude die ?
3,4,Who wrote the lyrics to Porgy and Bess ?
0,7,What is a `` False Moon '' ?
1,14,What 1976 Deep Throat clone provides the leading lady with a second larynx ?
1,14,What line of luggage is named after a famous American flier ?
1,36,What is a word whose letters can be rearranged to form a different word ?
4,43,What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?
4,13,How many American actors were nominated for the best actor Oscar for 1983 ?
4,8,"When did Lucelly Garcia , a former ambassador of Columbia to Honduras , die ?"
1,2,"In Hemingway 's `` Old Man and the Sea , '' what kind of fish does the old man catch ?"
4,27,How long was the longest sneezing attack ?
0,0,How can I get rich quick ?
0,0,How is the word ` qigong ' pronounced ?
1,1,What program do I need to run a .tbk file ?
5,14,What is the seafaring name for the southern tip of South America ?
3,4,What two New York Yankee pitchers swapped wives and families ?
1,23,What are the 10 plagues of Egypt ?
0,12,"What is the history of Hot Wheels cars , and how are they produced ?"
1,20,What is the rounded part on the top of a matchbook called ?
4,8,When did Nixon visit China ?
4,8,What 's the third month of the Gregorian calendar ?
5,18,What country owns Corsica ?
4,13,How many queen bees reign in a hive ?
1,29,"What sport features slotbacks , tailbacks , and touchbacks ?"
1,17,What meat complemented sweet potatoes and peas in the first TV dinner ?
2,3,What is RAM in the computer ?
0,7,What is a `` repeating voter '' ?
0,7,What are dingoes ?
5,14,Where can I find a world atlas map online at no charge ?
1,1,What Leoncavallo opera features a prologue by a clown ?
0,0,How can I get someone 's email address ?
4,43,What chapter of the Bible has the most verses ?
5,14,What ocean did the Titanic sink in ?
0,0,How did P.T. Barnum bill the diminutive Charles S. Stratton ?
4,8,In what year was the Wall built ?
3,4,Name one of King Henry VIII 's wives .
5,11,What southwestern state is dubbed The Silver State ?
0,7,What are pomegranates ?
0,9,Why do pharmacists work on raised floors ?
3,6,What does Robin Williams do ?
5,18,What country did the Allies invade in World War II 's Operation Avalanche ?
5,14,What famed river was Hernando de Soto the first European to see ?
1,29,What chess outcome results when a player has no legal move ?
0,0,How do they find an epicenter ?
4,8,When was Christ born ?
5,14,Where do quality drinks begin ?
1,19,"In order from the top , the four stripes on a can of Pepsi are what colors ?"
1,28,What kind of substance is dextropropoxyphen napsylate ?
3,4,Who is the French literary charcter who is chiefly famous for his enormous nose ?
1,14,What were first used by John L. Sullivan and James J. Corbett in 1892 ?
5,18,"What country surrounds San Marino , the world 's smallest Republic ?"
3,4,Who killed Martin Luther King ?
3,4,Who owns the rights on a TV program ?
0,9,What did Cool Hand Luke go to jail for ?
0,12,What was the V-8 Juice slogan : `` the tastebud '' ?
1,1,What was Mae West 's last film ?
1,15,What letter does Gorbachev 's middle name start with ?
3,4,Who invented Astroturf ?
0,9,What makes you fat ?
1,2,Name a flying mammal .
4,8,What season does a hiemal activity normally take place in ?
5,14,What direction do the best surfing beaches face ?
4,40,What is the world record for the longest hair ?
1,36,What English word contains the most letters ?
0,0,How do I know if I 'm jealous of someone ?
3,4,What Democratic prankster waved the train out of the station while Richard Nixon spoke from the caboose ?
0,0,How does James Bond like his martinis ?
5,14,What California bay 's largest island is Angel Island ?
1,44,What was the name of the flight that Fawaz Younis hijacked ?
3,4,What former African leader held his country 's boxing title for nine years ?
0,7,What is a wet dream ?
5,14,"What California bridge was Don Brown the first to cross , on May 27 , 1937 ?"
3,5,"What camera company said , `` If you haven 't got the time , we 've got the camera ? ''"
0,12,What happened to Pepsi Clear ?
4,25,How much does one ton of cement cost ?
0,7,What is a Mexican hairless ?
3,4,What 2th-century American poet wrote a four-volume biography of Abraham Lincoln ?
5,14,Where is the oldest living thing on earth ?
1,14,What piece of jewelry is pictured on Monopoly 's Luxury Tax space ?
3,4,"Who stopped making diary entries on May 31 , 1669 , because he thought he was going blind ?"
3,4,What journalist can be found in and around Walden Puddle ?
0,0,How did Socrates die ?
4,13,How many sides does an obelisk have ?
1,1,What was Edward Albee 's first full-length play ?
1,14,What was lost and regained by poet John Milton ?
3,4,What woman pitcher has struck out Ted Williams and Hank Aaron ?
0,0,How can scientists predict weather by observing clouds ?
1,1,What songs were popular in 1948 ?
4,8,In what year was the cannon invented ?
4,13,How many languages does the Pope speak ?
5,14,What bay divides Maryland 's Eastern and Western Shores ?
3,4,"What is the real name of the singer , Madonna ?"
3,4,"What Frenchman claimed the following ? If God did not exist , it would be necessary to invent him . ''"
1,19,What color were Ernest Hemingway 's eyes ?
0,12,What is the origin of the expression `` four-letter word '' ?
3,4,Who was the first woman in space ?
1,2,What is the only animal that can turn its stomach inside out ?
3,5,What professional sports league originated the college draft ?
0,12,What is the difference between a board of directors and an advisory board ?
3,4,Who discovered imaginary numbers ?
3,4,Who does the voices of the Simpsons ?
4,13,How many feet high is the hurdle in front of a runner 's steeplechase water jump ?
1,16,What religion has the most members ?
4,13,How many calories are there in a glass of water ?
3,4,"Who is the richest person in the world , without owning a business ?"
2,3,What is SVHS ?
4,14,What is the chemical reactivity of neon ?
5,14,Where can I find info on Alexander Mackenzie ?
0,12,What is the cultural origin of the ceremony of potlatch ?
5,21,What Georgia town did Scarlett O 'Hara condemn as being full of pushy people ?
4,13,How many countries watch MTV Europe ?
2,3,What is SAP ?
1,14,What layer of the atmosphere contains most of the ozone layer ?
4,39,What is the airport code for Los Angeles International ?
0,9,"What was the claim to fame of Explorer I , launched February 1 , 1958 ?"
0,9,"In the song `` Yankee Doodle , '' why did Yankee Doodle stick a feather in his cap and call it macaroni ?"
2,3,"What do the letters CE stand for on so many products , particularly electrical , purchased now ?"
5,14,Where did the real St. Nicholas live ?
3,5,"Who manufactures the software , `` PhotoShop '' ?"
4,13,How many eyes does a bat have ?
1,20,How do you say 2 in Latin ?
1,29,What was Dwight Eisenhower 's favorite card game ?
1,14,"What is the high pitched sound that you hear in your ear every now and then , but then it goes away , after a while ?"
0,12,What is the origin of the word nevermind ?
3,4,Who was the second man to walk on the moon ?
0,7,What is power steering ?
5,14,Where did Dikembe Mutombo go to college ?
3,4,What author was appointed U.S. ambassador to Spain in 1842 ?
5,14,What body of water does the Yukon River empty into ?
3,4,Who is Westview High 's band director in Funky Winkerbean ?
0,0,How does a chick breathe inside an egg ?
5,14,What is Mark McGwire 's e-mail address ?
4,13,How many maids were milking ?
5,21,The Kentucky Horse Park is located near what city ?
1,42,What is the celtic symbol for `` life '' ?
1,17,What kind of fruit is a Yellow Transparent ?
1,1,What song put James Taylor in the limelight ?
1,17,"What drink is formed of tequila , orange juice and galliano ?"
1,1,Name four comic strips about pilots .
4,8,What geological time do we live in ?
0,0,How do you dunk ?
5,14,Where is the massive North Korean nuclear complex located ?
0,0,How do plants make food ?
5,14,Where is Microsoft 's corporate headquarters located ?
0,0,How did the Hohenzollerns build their power around 17 ?
4,8,When was China 's first nuclear test ?
1,2,What is the name given to a group of geese ?
0,9,"Why was Washington , DC originally called District of Columbia ?"
0,0,How do I find a snowboarding website ?
3,4,What singer 's hit song inspired the Dolly Parton Stallone movie Rhinestone ?
4,25,How much can a person be fined for having a dog on a beach ?
0,9,Why do movie and TV stars get paid so much ?
0,7,What is a turnkey contract ?
0,12,What are people doing to help prevent the extinction of birds ?
0,9,Why is the mile 528 feet ?
5,14,What Asian gulf were the destroyers Maddox and C Turner Joy shot up in ?
0,0,How is carbon dioxide removed from natural gas ?
3,12,Who is Edmund Kemper ?
3,4,"What was Mao , the Chinese leader 's , full name ?"
4,8,When is Dick Clark 's birthday ?
3,4,"Who is the director of the international group called the Human Genome Organization , HUGO , that is trying to coordinate gene-mapping research worldwide ?"
3,5,What radio station did Paul Harvey work for ?
3,4,What character narrates Treasure Island ?
2,34,What is the correct way to abbreviate cc. at the bottom of a business letter ?
3,4,Who starred with Charlie Chaplin in Modern Times and The Great Dictator ?
4,39,What seven digits follow the area code in the number for long distance information ?
3,4,What Catch-22 character is elected mayor of half a dozen Italian cities ?
3,4,"Whom does Uncle Duke 's girl friend , Honey , room with ?"
3,4,"When called upon to surrender , what American general replied , `` Sir , I have not yet begun to fight . '' ?"
4,8,When was the bar-code invented ?
1,14,What has to be produced in a writ of habeas corpus ?
3,5,What team did Babe Ruth play his first major league game for ?
1,14,What class is categorized as the bourgeoisie ?
3,4,What relative of Leo Tolstoy translated War and Peace eight times ?
0,0,How does the Nintendo `` Zapper '' work ?
4,13,How many cards is each player dealt in Contract Bridge ?
3,4,Who was the second person ever to wear Iron Man 's armor ?
0,7,What is InterLata Internet service ?
3,4,Who is the director and editor of the movie Big starring Tom Hanks ?
0,7,What is the `` fourth dimension '' ?
5,14,What is the Homelite Inc. home page ?
4,27,How old was Stevie Wonder when he signed with Motown Records ?
0,7,What is `` alternative '' anymore ?
0,9,Why do they call a hamburger a hamburger when there is no ham ?
3,4,Who won two gold medals in skiing in the Olympic Games in Calgary ?
4,8,What year was the Avery Dennison company founded ?
4,43,Where does the U.S. rank among world countries in area ?
3,5,What are the four railways in Monopoly ?
5,14,What are the names of all the seas in the world and what ocean do they drain into ?
2,3,What does BMW stand for ?
5,24,Name the highest mountain .
0,7,What is a biologist ?
0,12,What revelation did Alexander Butterfield make to the Senate Watergate committee ?
5,14,What island is home to statues called Mauis ?
1,23,What is a fear of black people ?
1,17,What 's the most extensively grown and eaten food ?
1,10,What was the worst hurricane ?
0,0,How can I get started in writing for television ?
5,14,Where was Pythagoras born ?
1,1,What 1927 silent film received an international revival in 1981 ?
4,25,What is the price for AAA 's liability auto insurance ?
2,3,What is LMDS ?
3,4,Who are the top ten richest people in the world ?
3,4,Who is the leader of Brunei ?
5,21,What is the capital of Italy ?
1,29,What game does Garry Kasparov play ?
0,0,How do you get a pointsettia to turn red ?
1,14,What is kept in Fort Knox that is so valuable ?
5,14,What is the greatest hiking Web site ?
4,13,"What is the population of Arcadia , Florida ?"
1,1,What Stephen King novel is set in a graveyard for pets ?
3,4,Who were the head writers for the Smothers Brothers Comedy Hour ?
3,4,Who portrayed Prewett in From Here to Eternity ?
1,1,What was the sequel to The Pink Panther ?
4,13,How many people live in cities ?
4,40,How high must a mountain be to be called a mountain ?
3,4,What Scottish poet penned To a Mouse and To a Louse ?
3,4,What is the name of the inventor of silly putty ?
5,14,What ocean surrounds the Madeira Islands ?
3,4,What famous communist leader died in Mexico City ?
1,14,What was John Steinbeck 's travelling companion Charley ?
5,21,What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe ?
4,13,How many mines can still be found in the Falklands after the war ended ?
0,0,How can I get in touch with Michael Moore of `` Roger & Me '' ?
0,0,How is ` qigong ' properly pronounced ?
4,13,How many gallons of water go over Niagra Falls every second ?
1,14,What turns blue litmus paper red ?
3,4,Who was the first woman to run the mile in less than 4 36893 minutes ?
4,13,How many copies of an album must be sold for it to be a gold album ?
1,17,What is `` the soft drink for adults '' ?
1,17,What is the only vegetable that starts with `` z '' ?
1,23,What is a fear of machinery ?
3,4,Who awarded The Flying Fickle Finger of Fate ?
5,21,"In Sinclair Lewis ' `` Main Street , '' what was the name of the typical American town ?"
1,29,What hide-and-seek game is played around a tin can ?
5,21,What is the largest city in Texas ?
3,4,"What future deer hunter portrayed Annie Hall 's neurotic brother , Duane ?"
1,17,What drink is the best thirst-quencher ?
5,14,Where can I get a map of Prussia on the Internet ?
1,10,What was the longest war in U.S. history ?
0,7,What is a `` node '' in computer terms ?
5,18,What are the five richest countries in the world ?
5,14,Where is McCarren Airport ?
3,4,What are the top boy names in the U.S. ?
4,13,How many tiles did the Space Shuttle Columbia lose on its second flight ?
4,13,How many teaspoons make up a tablespoon ?
3,4,Who was the lyricist and who was the composer between Gilbert and Sullivan ?
3,4,Who was the lawyer for Randy Craft ?
0,12,What is the origin of the word Marijuana ?
3,4,Who was the 3rd president of the United States ?
1,22,What organ contains the islands of Langerhans ?
3,4,Name Dick Tracy 's two children .
1,23,What is a fear of points ?
4,38,What fraction of a beaver 's life is spent swimming ?
0,0,How can SQL queries be improved ?
1,17,What is the most radioactive food ?
3,5,What was the previous name for the Commonwealth ?
4,25,How much will gas be taxed in California by the year 2000 ?
3,4,Who gave King Arthur the round table ?
5,11,What state in the United States covers the largest area ?
0,0,How do you make a computer chip ?
3,4,Who became president of the U.S. in 1789 ?
3,4,Who wrote `` The Scarlet Letter '' ?
3,4,Who did Sara Jane Moore try to assassinate ?
0,7,What is Linux ?
4,13,How many dots make up the symbol for `` because '' ?
3,6,What title did Shevardnadze have during the Soviet era ?
1,17,What did the pyramid-builders of Egypt mainly eat ?
1,36,What 's the international radio code word for the letter F ?
1,14,What are the 28 tenses in the English language ?
3,4,Which king signed the Magna Carta ?
1,1,What software offers inventors use of CAD-like design ?
0,7,What is agent orange ?
3,4,Name the child left on a doorstep at the beginning of Gasoline Alley .
4,13,How many zip codes are there in the U.S. ?
1,2,"In Beetle Bailey , can you name Sarge 's dog ?"
0,9,Why shouldn 't you remove a bee stinger with tweezers ?
3,5,Which college did Dikembe Mutombo play basketball for ?
0,9,Why did Europeans first come to Australia and Oceania ?
0,12,What did the Confederate Constitution say about slavery ?
4,27,How long does it take the Milky Way Galaxy to make one revolution ?
4,13,How many people own pets ?
5,14,What web sites are linked to the Report on Genesis Eldercare ?
1,23,What is a fear of lice ?
4,27,How long does it take different materials to decompose ?
4,13,How many colors are there in a rainbow ?
3,4,What was Darth Vader 's son named ?
0,9,What problems contributed to the high failure rate of Plains farmers in the 1800s ?
3,4,What British female pop singing star of the 1960s and early 1970s was a child actress in the 1940s and '50s ?
5,14,Where is McCarren Airport located ?
0,0,How effective are condoms in protecting against AIDS ?
5,14,"What part of Britain comprises the Highlands , Central Lowlands , and Southern Uplands ?"
4,13,How many Marx Brothers were there ?
4,40,How tall is the Matterhorn ?
5,18,What country is proud to claim Volcano National Park ?
4,8,When was Babe Ruth born ?
3,4,Who portrayed Field Marshal Erwin Rommel in The Desert Fox ?
1,1,What TV quiz show left the air in 1975 to the tune of Vera Lynn 's We 'll Meet Again ?
5,14,What direction do most baseball pitchers pitch toward ?
4,13,How many Beanie Baby sites are there ?
0,0,How can I call a friend in another country when I do not know the telephone number ?
1,17,What is 55 times sweeter than cane sugar ?
5,14,Where are diamonds mined ?
0,0,How do they get Teflon to stick to the pan ?
4,25,How much money did the Marcos steal from their country ?
3,4,Who makes the `` cross-your-heart bra '' ?
3,4,Who is Archie Bunker 's son-in-law ?
3,5,What company produces Spumante ?
0,12,What is the origin of music ?
2,3,What does `` B.Y.O.B. '' mean ?
3,5,What major airline has the best safety record in the world ?
3,4,What President became Chief Justice after his presidency ?
4,13,How many innings constitute an official baseball game ?
5,21,What city has a newspaper called The Plain Dealer ?
5,11,What U.S. state boasts Leif Ericson Park ?
4,13,How many flavors does Baskin & Robbins offer ?
3,4,Who was chief engineer of the Starship Enterprise ?
0,0,How does crosstalk relate to InSb thickness in infrared detectors ?
3,4,What mayor made so many TV appearances he was asked to join AFTRA in 1984 ?
1,44,Which type of submarine was bought recently by South Korea ?
4,13,How much in miles is a ten K run ?
4,8,When was Beethoven born ?
3,4,Who is the most sexy celebrity ?
3,4,What detective lives on Punchbowl Hill and has 11 children ?
5,14,Where did the ukulele originate ?
3,4,Rotary engines used to be made by whom ?
0,7,What does seccession mean ?
3,4,Who portrayed the title character in the film The Day of the Jackal ?
5,14,What is the name of the gulf between Sweden and Finland ?
3,4,Who was the first X-Man to die in battle ?
0,12,What will the weather be today ?
3,4,Who is the President of Ghana ?
1,14,Which sex is denied voting rights in Kuwait ?
5,18,What two countries is Andorra nestled between ?
4,27,How long ago was the Roe vs. Wade decision by the Supreme Court ?
3,5,What terrorist group was headed by Donald DeFreeze ?
5,24,What are the four largest mountain ranges in the continental United States ?
4,14,What is the size of the student body at the University of Massachusetts in Amherst ?
0,0,How can I determine the radius of an ellipse ?
3,4,Who starred in the movie The War of the Worlds ?
4,13,How many different kinds of ice cream are there ?
3,4,"What actor , who had greatest fame on TV , became the father of triplets ?"
5,14,What is the Homelite Inc. home page ?
0,7,What is the Golden Rule ?
1,1,What is a movie that Kevin Costner made about Sioux Indians ?
1,14,What were millions of kids wearing on their heads in 1955 ?
0,0,How does color affect a person psychologically ?
4,39,What is Columbia Tristar 's phone number ?
1,2,What type of animal is the easiest kept pet there is ?
0,7,What is sound ?
1,2,"What was the name of the horse that fell on Queen Elizabeth , Prince Albert 's wife ?"
0,12,What are the current immigration laws in US ?
1,36,What were the five opening words on Ben Casey ?
0,9,Why does it say on children 's cough syrup not to drive while using this medication ?
1,19,What hair color can I use to just cover a little gray ?
5,14,Where was Tesla born ?
3,6,What does Larry King do for a living ?
3,4,Who shot Lee Harvey Oswald ?
4,8,When did Jaco Pastorius die ?
1,29,What blood sport features a movement called a veronica ?
1,20,What was spawned the term `` MiG Alley '' ?
5,14,What 's the most common street name in America ?
0,12,What is the difference between khaki and chino ?
0,12,What is the origin of infinity ?
1,28,What alloy do copper and tin form ?
1,30,What plants are found in an estuary ?
0,12,What are the side effects of mevacor ?
5,14,What are the top 5 tallest buildings in the world ?
0,9,Colin Powell is best known for what achievement ?
1,26,What was the name of the computer in ` 2001 : A Space Odyssey ' ?
3,4,Who portrayed Renaud in Casablanca ?
5,18,What country has problems with hooligans ?
5,14,What planet did Percival Lovell discover ?
4,13,How often are brain cells replaced ?
4,25,How much did Mercury spend on advertising in 1993 ?
1,44,What kind of rocket launched the Surveyor spacecraft ?
5,18,What country contains the westernmost point in South America ?
1,14,What did Abolitionists try to end ?
4,13,What 's the American dollar equivalent for 8 pounds in the U.K. ?
0,9,Why should cigarette smoking be banned ?
4,8,What year did Charles Dicken die ?
1,1,What D.H. Lawrence novel was originally titled Tenderness ?
3,5,What rock group raised a ruckus at the White House by singing American Woman ?
1,23,What is a fear of night or darkness ?
0,12,What is the origin of the rock band Led Zeppelin 's name ?
0,0,How was Lawrence
0,0,How do I know if I am pregnant ?
4,8,When did the last Americans leave Vietnam ?
3,4,What famed clown appeared on an early Howdy Doody Show and insisted that Clarabell be made up as a real clown ?
3,5,"What group was formed in 1969 after police met resistance from patrons at the Stonewall , a Greenwich Village gay bar ?"
3,12,Who was Confucius ?
1,17,What snack food has ridges ?
1,29,What 's the most popular four-player game of all time ?
0,7,What 's the meaning of the name Tatiana ?
4,13,How many people died when the Estonia sank in 1994 ?
5,21,What Southern California town is named after a character made famous by Edgar Rice Burroughs ?
4,13,How many colors are there in a rainbow ?
5,14,What is the habitat of the chickadee ?
1,23,What drug is often used to treat AIDS patients ?
1,14,Which of the five senses develops first ?
0,12,Where did the name root beer come from ?
5,21,What city 's the kickoff point for climbs of Mount Everest ?
4,25,What is the average salary of a paleontologist ?
5,14,Where is the largest post office building in the world ?
3,4,Who is currently the most popular singer in the world ?
1,2,Who was the first animal into space ?
1,31,What is the correct way to mount a roll of toilet paper ?
1,1,What Jules Verne novel features scientists held captive in the submarine Nautilus ?
0,9,Why is Rush 's 2112 called 2112 ?
0,12,What 's the state motto of California ?
0,9,What function does homeostasis have on the existence of an organism ?
3,5,"What company started out making pies , and wound up manufacturing plastic throwing toys ?"
2,3,What does the acronym CPR mean ?
1,20,The Jewish alphabet is called what ?
0,7,What are the Baltic States ?
4,13,How many endangered species are there in the world ?
5,21,Which large U.S. city had the highest murder rate for 1988 ?
3,4,"Who was the bandleader mentor of Ella Fitzgerald with whom she cowrote `` A_Tisket , A-Tasket '' ?"
3,4,Who invented basketball ?
0,0,How has TV affected our society ?
4,8,When was the last major eruption of Mount St. Helens ?
3,5,What was the name of Humphrey Bogart 's club in Casablanca ?
3,5,What U.S. Government agency registers trademarks ?
0,7,What is osmosis ?
1,14,What format was the major competition of VHS ?
3,4,What hockey player did Ronald Reagan joke he would swap Texas for ?
1,23,What is the world 's deadliest infectious disease ?
1,23,Which infectious disease is the world 's deadliest ?
3,4,"What President was buried at his ancestral home overlooking the Hudson River at Hyde Park , New York ?"
4,25,How much did the first Barbie doll sell for in 1959 ?
5,18,What country was General Douglas McArthur in when he was recalled by President Truman ?
3,5,What are the five most popular Usenet groups ?
0,12,What are the seven deadly sins ?
4,14,"What is the latitude and longitude of El Paso , Texas ?"
0,7,What does the name Melissa mean ?
0,12,What is the nature of snow and how is the formation of snow different from that of ice ?
4,13,How many head injuries are there in recreational ice skating each year ?
4,13,A normal human pregnancy lasts how many months ?
1,29,What kind of sports team is the Buffalo Sabres ?
1,14,What impenetrable system of French fortifications was built along the German frontier before World War II ?
1,29,What are new computer games for Windows 95 or 98 ?
3,4,Who domesticated the wild turkey ?
0,0,How can I get someone 's phone number if I only have their screen name ?
1,29,What European race sees the winner of its mountain stage awarded a jersey with large red polka dots ?
5,18,What country does Ileana Cotrubas come from ?
0,12,What 's the motto of the Boy Scouts ?
5,18,What two European countries are joined by the Gran San Bernardo Pass ?
1,1,What movie did Steven Spielberg direct in 1975 ?
1,2,What kind of creatures are the Canary Islands named for ?
3,4,What was the name of the US helicopter pilot shot down over North Korea ?
0,7,What 's a male `` cuckquean '' ?
0,9,"What are the factors leading to the high teen pregnancy rate in Spartanburg , South Carolina ?"
3,4,"Name the designer of the shoe that spawned millions of plastic imitations , known as ` jellies ' ."
2,3,What does RCA stand for ?
0,9,Why are ice cream sundaes called sundaes ?
1,36,What 's the singular of dice ?
3,4,Who is Olive Oyl 's brother ?
1,23,"What 12-hour cold medicine uses the formula `` 6 , 6 , 12 '' in its ads ?"
1,1,What was the first video ever made ?
1,17,What 's the favorite food of dragonflies ?
3,4,What king boycotted Prince Charles 's wedding ?
3,6,What does Nicholas Cage do for a living ?
3,4,What was the nickname of model Leslie Hornby ?
5,14,Where is the Taj Mahal ?
0,12,What 's distinctive about a palmiped 's feet ?
5,14,In 139 the papal court was forced to move from Rome to where ?
4,8,What is the first day of the week ?
0,7,What is goulash ?
5,21,What capital is built around Monument Circle which contains soldiers and sailors monument ?
1,14,Name the men 's cologne that is associated with the sea .
0,0,How does a parachute work ?
1,1,What is the first book of the Old Testament ?
4,13,How many of them are in sub-Saharan Africa ?
0,12,"What is the history of Spartacus , the Roman slave and gladiator ?"
5,14,What famed wall supports the Badaling turret ?
3,4,"Who portrayed Fatman in the television show , `` Jake and the Fatman '' ?"
0,7,What is object-oriented design ?
0,7,What does Melissa mean ?
0,7,What is form drag ?
1,2,Who were John F. Kennedy 's dogs ?
5,14,Where are good science sites on the Internet ?
3,4,What woman was Time 's Man of the Year for 1952 ?
0,9,What currents affect the area of the Shetland Islands and Orkney Islands in the North Sea ?
3,4,Who wrote The Ugly Duckling ?
3,4,Who designed London Bridge ?
4,13,"How many miles are there between Tel Aviv , Israel and Memphis , Tennessee ?"
4,13,How many flavors of ice cream does Howard Johnson 's have ?
1,14,What weapon did the crossed slits in English castles accommodate ?
0,0,How can I stop or slow down aging ?
5,14,Where are the busiest Amtrak rail stations in the U.S. ?
4,13,How many freckles does Howdy Doody have on his face ?
0,0,"How does Cos Cob , CT get its name ?"
3,4,Who was considered to be the father of psychology ?
0,0,How did Super President gain his powers on the animated series ?
4,40,How tall was the animated King Kong ?
0,7,What are values ?
4,14,What is the population of Japan ?
1,44,Name an American made motorcycle .
5,14,Where was the largest concentration camp in World War II ?
4,25,How much did Alaska cost when bought from Russia ?
4,13,How many events make up the decathlon ?
0,9,What causes blue balls ?
5,14,What were the first bodies visited by spacecraft ?
3,4,Who succeeded Nikita Khrushchev as first secretary of the Communist Party ?
3,4,Who was chosen to be the first black chairman of the military Joint Chiefs of Staff ?
3,4,Name of the lady the Great Gatsby pines for ?
1,14,What does a chef coddle eggs in ?
4,13,How many bails are there in a cricket wicket ?
5,21,What city was Martin Luther King Jr. assassinated in ?
3,4,"What celebrity couple , when going through a divorce , divided their toilet paper into two equal piles ?"
5,14,Where 's the Bernini-Bristol Hotel ?
3,4,Who said `` What contemptible scoundrel stole the cork from my lunch ? ''
5,21,What is the capital of Kosovo ?
3,5,What kind of company is 7-Eleven ?
4,13,How many letters appear with the numbers 2 to 9 on a telephone dial ?
5,21,What were the first three cities to have a population of more than a million ?
0,0,How did the months of the year get there name ?
1,14,What scale measures earthquakes ?
0,7,What is a glory hole ?
1,14,What kind of education would you need to become an athletic trainer for the NFL ?
3,5,What are the major companies that are part of Dow Jones ?
3,5,What college did Joe Namath play football for ?
4,25,What was the minimum wage in 1991 ?
5,18,What country is the biggest producer of tungsten ?
0,0,How does it make its colors ?
0,12,What would happen to Canada if Quebec separated ?
4,8,When is the Jimmy Buffett concert coming to the E center in Camden NJ ?
0,12,What is ` Last Chance for Animals ' ?
5,18,What European country abandoned postage stamps in 1923 because printing them cost more than their face value ?
0,12,What is the weather like on the moon ?
3,4,Who was the 1st U.S. President ?
1,37,"What is the main language of Sao Paulo , Brazil ?"
4,25,How much did Varian Associates try to sell its vacuum products division to the BOC group for ?
2,34,What is the abbreviation of the International Olympic Committee ?
4,13,How many people hike ?
0,7,What are boxcars ?
0,0,How do I keep cats out of my flower garden for good ?
3,4,Who played Maria in the film West Side Story ?
1,23,What is a common anti-AIDS drug ?
3,4,Who bestowed great power upon Captain Britain ?
0,0,How can you tell when figs are ripe ?
0,0,How do I love thee ?
1,17,Which type of soda has the greatest amount of caffeine ?
5,18,What nationality is a Sicilian ?
3,4,What is the most common boy 's or girl 's name ?
3,4,"Who was the accused in The Trial of the Century , which opened Janurary 1 , 1935 ?"
1,19,What color was the hundred billionth crayon made by Crayola ?
1,17,What soft drink tells us to `` Go Hawaiian '' ?
0,0,How does a hydroelectric dam work ?
5,14,What is the oldest building in the United States ?
1,2,What is the West Virginia state animal ?
4,13,How many people died on South Carolina highways in 1998 ?
0,7,What are binomial coefficients ?
0,7,What was The Living Room War ?
1,20,What are some translations of the phrase `` Thank-you '' ?
4,8,What is President Nixon 's birthdate ?
1,17,What is `` the great American family cereal '' ?
0,12,"What was Suzy Parker doing to earn $1 , 000 in the early 1950 's ?"
4,13,How many people died in the Vietnam war ?
4,8,What year did Montana become a state ?
4,8,When was the USSR dissolved ?
0,9,Why are there letters on the telephone ? Why are there no Q or Z ?
5,21,What Japanese city was once called Edo ?
3,4,Who did the Seven Mules block for ?
3,5,What is the world 's largest distilling company ?
3,4,"What 's the name of the actress who starred in the movie , `` Silence of the Lambs '' ?"
5,14,Where is one 's corpus callosum found ?
3,4,Who did Napolean defeat at Jena and Auerstadt ?
1,26,What household products are there for adult acne ?
3,4,What British prime minister and U.S. president were seventh cousins once-removed ?
1,26,What is the most expensive car in the world ?
0,7,What is an Angelus ?
4,13,How many objects orbit the Earth ?
